Ali AL HAIDERABADI,SHBRNM1902198501,BRN,10.8,10.8,10.4,10.5,10.5,10.8,10.8,10.4,10.5,10.5,10.3,10.4,10.8,10.4,10.3,10.3,10.4,10.8,10.4,10.3,9.8,10.8,10.5,10.7,9.9,9.8,10.8,10.5,10.7,9.9,10.4,10.8,10.4,10.6,10.7,10.4,10.8,10.4,10.6,10.7,10.7,10.5,10.1,10.8,10.0,10.7,10.5,10.1,10.8,10.0,10.6,10.6,10.0,10.3,10.5,10.6,10.6,10.0,10.3,10.5
Mohd Hadafi JAAFAR,SHMASM1607198501,MAS,10.2,10.3,10.6,10.4,10.9,10.2,10.3,10.6,10.4,10.9,10.5,10.1,10.3,9.9,10.0,10.5,10.1,10.3,9.9,10.0,10.2,10.1,10.5,10.6,9.7,10.2,10.1,10.5,10.6,9.7,9.9,9.5,9.3,10.0,10.5,9.9,9.5,9.3,10.0,10.5,9.9,10.5,10.1,10.4,10.3,9.9,10.5,10.1,10.4,10.3,10.4,9.9,10.5,10.1,9.7,10.4,9.9,10.5,10.1,9.7
Steffen OLSEN,SHDENM3001198001,DEN,10.4,10.6,10.0,10.3,10.4,10.4,10.6,10.0,10.3,10.4,10.3,10.0,10.6,10.2,9.8,10.3,10.0,10.6,10.2,9.8,10.3,10.1,10.7,10.3,10.0,10.3,10.1,10.7,10.3,10.0,9.9,9.7,10.1,10.1,10.0,9.9,9.7,10.1,10.1,10.0,10.8,10.3,10.7,10.2,10.5,10.8,10.3,10.7,10.2,10.5,9.9,10.1,10.2,10.7,10.7,9.9,10.1,10.2,10.7,10.7
Vadim SKOROVAROV,SHUZBM0408199601,UZB,10.8,10.2,10.4,10.5,10.8,10.8,10.2,10.4,10.5,10.8,10.4,10.5,10.5,10.7,10.2,10.4,10.5,10.5,10.7,10.2,10.3,10.4,10.8,10.5,10.5,10.3,10.4,10.8,10.5,10.5,10.6,10.9,10.9,10.7,10.8,10.6,10.9,10.9,10.7,10.8,10.5,10.3,10.4,10.7,10.7,10.5,10.3,10.4,10.7,10.7,10.6,10.4,10.1,10.2,10.4,10.6,10.4,10.1,10.2,10.4
Pierre Edmond PIASECKI,SHFRAM0306198501,FRA,10.1,10.6,10.8,10.7,10.4,10.1,10.6,10.8,10.7,10.4,10.4,9.6,10.8,10.5,10.1,10.4,9.6,10.8,10.5,10.1,10.2,10.6,10.0,10.2,10.6,10.2,10.6,10.0,10.2,10.6,10.7,10.5,10.6,10.8,10.1,10.7,10.5,10.6,10.8,10.1,10.3,10.8,10.5,10.6,10.5,10.3,10.8,10.5,10.6,10.5,10.2,10.5,10.3,10.3,10.5,10.2,10.5,10.3,10.3,10.5
Peter SIDI,SHHUNM1109197801,HUN,10.5,10.8,10.2,10.7,10.5,10.5,10.8,10.2,10.7,10.5,10.2,10.6,10.8,10.6,10.6,10.2,10.6,10.8,10.6,10.6,10.8,10.5,9.9,10.5,10.7,10.8,10.5,9.9,10.5,10.7,10.6,10.8,10.9,10.3,10.8,10.6,10.8,10.9,10.3,10.8,10.9,10.2,10.3,10.3,10.3,10.9,10.2,10.3,10.3,10.3,10.8,10.2,10.7,10.5,10.6,10.8,10.2,10.7,10.5,10.6
Simon BEYELER,SHSUIM1106198201,SUI,10.2,10.7,10.3,9.8,10.1,10.2,10.7,10.3,9.8,10.1,9.8,10.5,10.5,10.6,9.9,9.8,10.5,10.5,10.6,9.9,10.7,10.2,10.1,10.5,10.2,10.7,10.2,10.1,10.5,10.2,10.7,10.4,10.7,9.2,10.4,10.7,10.4,10.7,9.2,10.4,10.5,10.4,10.5,10.3,10.2,10.5,10.4,10.5,10.3,10.2,10.1,10.8,10.5,10.0,10.9,10.1,10.8,10.5,10.0,10.9
Mohammed Zain ALSUNAIDI,SHQATM2005199401,QAT,10.0,9.9,10.3,8.9,9.2,10.0,9.9,10.3,8.9,9.2,10.1,10.5,10.7,9.6,10.3,10.1,10.5,10.7,9.6,10.3,10.5,10.5,10.7,10.0,9.1,10.5,10.5,10.7,10.0,9.1,10.5,10.5,10.0,10.4,9.6,10.5,10.5,10.0,10.4,9.6,9.7,10.5,9.5,10.4,10.6,9.7,10.5,9.5,10.4,10.6,9.8,9.5,10.5,10.1,10.5,9.8,9.5,10.5,10.1,10.5
Ali AL MUHANADI,SHQATM0310199001,QAT,10.2,9.7,10.4,10.2,10.8,10.2,9.7,10.4,10.2,10.8,10.7,10.1,10.4,10.9,10.2,10.7,10.1,10.4,10.9,10.2,10.6,10.5,10.2,10.3,10.7,10.6,10.5,10.2,10.3,10.7,10.8,10.2,10.2,10.4,10.2,10.8,10.2,10.2,10.4,10.2,10.5,10.3,9.6,10.5,10.6,10.5,10.3,9.6,10.5,10.6,10.7,10.7,10.7,10.1,10.7,10.7,10.7,10.7,10.1,10.7
Shao-Chuan LU,SHTPEM2403199701,TPE,10.5,9.9,10.5,10.1,10.0,10.5,9.9,10.5,10.1,10.0,9.2,10.2,10.3,9.6,10.0,9.2,10.2,10.3,9.6,10.0,9.9,10.4,10.1,10.6,9.9,9.9,10.4,10.1,10.6,9.9,10.5,9.8,10.0,10.7,10.2,10.5,9.8,10.0,10.7,10.2,9.7,9.6,10.3,10.6,10.4,9.7,9.6,10.3,10.6,10.4,10.9,9.4,10.4,10.4,9.6,10.9,9.4,10.4,10.4,9.6
Stanislav KUZNETSOV,SHRUSM1108198201,RUS,10.5,10.5,10.8,10.3,10.7,10.5,10.5,10.8,10.3,10.7,10.4,10.5,9.5,10.1,10.2,10.4,10.5,9.5,10.1,10.2,10.2,10.6,10.8,9.9,10.2,10.2,10.6,10.8,9.9,10.2,10.3,10.4,10.4,10.7,9.7,10.3,10.4,10.4,10.7,9.7,10.3,10.5,10.6,10.4,10.1,10.3,10.5,10.6,10.4,10.1,10.6,10.5,8.8,10.7,10.1,10.6,10.5,8.8,10.7,10.1
Sang Do KIM,SHKORM2905198701,KOR,9.9,10.3,10.3,10.7,10.4,9.9,10.3,10.3,10.7,10.4,10.5,10.0,10.4,10.0,10.7,10.5,10.0,10.4,10.0,10.7,10.8,10.2,10.4,10.2,10.6,10.8,10.2,10.4,10.2,10.6,10.7,10.8,10.6,10.3,10.4,10.7,10.8,10.6,10.3,10.4,10.2,10.2,10.6,10.7,10.6,10.2,10.2,10.6,10.7,10.6,10.8,10.5,10.5,10.8,10.4,10.8,10.5,10.5,10.8,10.4
Hyun Tae LEE,SHKORM0702197701,KOR,10.4,10.7,10.8,10.1,9.9,10.4,10.7,10.8,10.1,9.9,10.3,10.9,10.3,10.7,10.4,10.3,10.9,10.3,10.7,10.4,10.6,10.1,10.5,10.6,10.7,10.6,10.1,10.5,10.6,10.7,10.5,10.4,9.8,10.5,9.5,10.5,10.4,9.8,10.5,9.5,10.0,10.7,9.5,10.1,10.6,10.0,10.7,9.5,10.1,10.6,10.1,10.6,10.4,10.7,10.7,10.1,10.6,10.4,10.7,10.7
Ole Magnus BAKKEN,SHNORM2804198801,NOR,10.6,10.2,10.6,10.5,10.1,10.6,10.2,10.6,10.5,10.1,10.5,10.9,10.8,10.4,10.5,10.5,10.9,10.8,10.4,10.5,10.6,10.4,10.8,10.1,10.1,10.6,10.4,10.8,10.1,10.1,10.3,10.8,10.6,10.6,10.8,10.3,10.8,10.6,10.6,10.8,10.3,9.9,10.6,10.2,10.4,10.3,9.9,10.6,10.2,10.4,10.5,10.4,10.4,10.7,10.2,10.5,10.4,10.4,10.7,10.2
Henri HAKKINEN,SHFINM1606198001,FIN,10.3,10.2,9.8,10.8,10.6,10.3,10.2,9.8,10.8,10.6,10.0,10.2,10.6,9.7,9.9,10.0,10.2,10.6,9.7,9.9,10.5,10.7,9.9,10.4,10.3,10.5,10.7,9.9,10.4,10.3,10.4,9.7,10.7,10.0,9.9,10.4,9.7,10.7,10.0,9.9,10.6,9.7,10.1,9.7,10.2,10.6,9.7,10.1,9.7,10.2,9.9,9.9,10.3,10.4,10.1,9.9,9.9,10.3,10.4,10.1
Leor Ovadia MADLAL,SHISRM2205199001,ISR,9.2,10.2,10.4,10.5,10.5,9.2,10.2,10.4,10.5,10.5,10.2,10.6,10.3,10.4,10.6,10.2,10.6,10.3,10.4,10.6,10.7,10.2,10.1,10.4,10.6,10.7,10.2,10.1,10.4,10.6,10.0,9.5,10.2,10.5,10.4,10.0,9.5,10.2,10.5,10.4,10.2,10.3,10.7,10.4,10.7,10.2,10.3,10.7,10.4,10.7,10.4,10.6,10.6,10.8,10.2,10.4,10.6,10.6,10.8,10.2
Mohammad Zubair MUHAMMAD,SHMASM0203199201,MAS,9.9,10.0,10.6,9.6,10.4,9.9,10.0,10.6,9.6,10.4,9.8,9.4,8.6,10.0,9.7,9.8,9.4,8.6,10.0,9.7,10.2,10.1,9.9,9.5,10.0,10.2,10.1,9.9,9.5,10.0,9.9,10.6,10.3,9.3,10.4,9.9,10.6,10.3,9.3,10.4,9.6,10.2,9.7,10.4,9.8,9.6,10.2,9.7,10.4,9.8,9.9,10.1,10.0,10.8,9.5,9.9,10.1,10.0,10.8,9.5
Tomohiko HASEGAWA,SHJPNM0802199601,JPN,9.5,10.9,10.3,10.4,10.3,9.5,10.9,10.3,10.4,10.3,10.4,9.9,10.3,10.8,10.4,10.4,9.9,10.3,10.8,10.4,10.8,10.2,10.5,10.5,10.5,10.8,10.2,10.5,10.5,10.5,10.6,10.8,10.2,10.7,9.5,10.6,10.8,10.2,10.7,9.5,10.3,10.2,10.8,10.2,9.6,10.3,10.2,10.8,10.2,9.6,10.4,9.9,10.2,10.7,9.7,10.4,9.9,10.2,10.7,9.7
Sergey RICHTER,SHISRM2304198901,ISR,10.4,10.2,10.8,10.3,10.3,10.4,10.2,10.8,10.3,10.3,10.3,10.6,9.9,10.6,10.6,10.3,10.6,9.9,10.6,10.6,9.9,10.3,10.4,10.1,10.1,9.9,10.3,10.4,10.1,10.1,10.5,10.8,10.3,10.5,10.3,10.5,10.8,10.3,10.5,10.3,10.8,10.7,10.8,10.5,10.3,10.8,10.7,10.8,10.5,10.3,10.1,10.6,10.7,10.3,9.7,10.1,10.6,10.7,10.3,9.7
